#,Who,=,*,A,B,C,D,E
550,dvdg6566,3764,,438,894,1140,1292,
551,mai,3762,,308,868,1194,1392,-1
552,PopescuMihai,3756,,492,882,1212,1170,-5
552,Si_Ru,3756,,398,828,1146,1384,-2
554,Zeroth,3754,,486,944,1332,992,
554,Zygis0321,3754,,492,940,1074,1248,
556,lucasdeamorin,3752,,440,886,1308,1118,
557,HadyKo,3750,,490,932,1258,1070,
558,Prostoegor239,3746,,382,948,1278,1138,
559,DRA,3744,,212,948,1374,1210,-4
559,_R_hakase,3744,,442,848,1362,1092,
561,Gudleyd,3738,,492,952,934,1360,-1
562,DP99,3736,,486,908,1174,1168,
562,PK_PRANTO,3736,,438,940,1266,1092,
564,kzvd4729,3734,,314,900,1168,1352,
565,kenimo,3732,,450,864,1206,1212,
565,filo,3732,,488,944,1278,1022,
567,atodo,3730,,440,940,1368,982,
568,Kush.code,3728,,256,876,1212,1384,
568,saksham,3728,,490,808,1248,1182,
570,_zay,3726,,446,844,1164,1272,
570,wolfib,3726,,482,924,1200,1120,
570,Riqirez,3726,,494,960,852,1420,
570,katana_handler,3726,,-1,960,1320,1446,
574,tgudlek,3722,,430,920,1150,1222,
575,neTpyLUKa,3718,,388,948,1134,1248,
575,cjrzn,3718,,490,886,1216,1126,
575,Narut,3718,,488,948,1076,1206,
575,DimmyT,3718,+1,308,964,1410,936,-1
579,Enigma27,3716,,380,940,1146,,1250
579,MikanHako1024,3716,,468,900,1200,1148,
581,D42,3714,,374,924,1168,1248,
581,IAmBatyrkulov,3714,,494,968,1332,920,
583,13arman80,3710,,486,878,1312,1034,
583,zhsq11,3710,,484,862,1254,1110,
583,zyt1253679098,3710,,486,916,1206,1102,
586,yclrz,3708,,492,886,1362,968,-1
586,_23333,3708,,436,880,-1,1112,1280
586,Drand,3708,,488,936,1284,1000,
589,pill,3706,,482,882,1302,1040,
590,gs15120,3704,,494,912,1236,1062,-1
591,qwerE,3700,,398,734,1248,1320,
592,Excogitatoris,3698,,426,904,1200,1168,
593,_Mugiwara_,3696,,488,944,904,1360,
594,Dmaxiya,3694,,434,936,1266,1058,
594,osmanorman,3694,,212,984,1248,-3,1250
594,LuckyAurora,3694,,488,952,1178,1076,
597,PolarisChiba,3692,,426,878,1128,1260,
597,Pxt,3692,,400,792,1188,1312,-1
599,Vovuh,3690,,494,964,1398,834,-3
600,saxin,3686,,426,932,1288,1040,
601,Forsaken_,3684,,484,932,1194,1074,
601,SJoshua,3684,,488,920,786,-1,1490
603,grol666,3682,,488,948,1332,914,
604,xiaoqiang200015,3680,,484,924,1162,1110,
604,madhav_1999,3680,,440,956,1276,1008,
606,ys98,3678,,488,912,1266,1012,
607,PuffyShoggoth,3676,,476,888,1176,1136,
608,Kelly,3674,,452,830,1356,1036,-1
608,maxan,3674,,482,936,1230,1026,
608,hantansu98,3674,,436,850,1224,1164,
611,scientist,3672,,430,916,1230,1096,
612,Zz7,3668,,418,900,1176,1174,
613,Mahir83,3662,,494,960,1058,1150,
613,CYJian,3662,,324,844,1320,1174,-1
615,Andrija,3660,,490,932,1186,1052,
616,Bohoty,3658,,418,948,1108,1184,
617,Tonghuimoi,3656,,494,886,1314,962,-3
618,L0TUS,3654,,488,956,1362,848,-1
618,ilbro,3654,,430,932,1062,1230,
618,birchtree,3654,,440,854,1170,1190,
618,sauravray2587,3654,,438,936,1326,954,
622,Hussien_Ibrahiem,3650,,482,866,1134,1168,
623,dummyummy,3644,,484,924,1272,964,
623,revpro,3644,,430,940,1236,1038,
623,30V0TAR_B0P0HA,3644,,368,904,1052,1320,
623,Denverjin,3644,,342,940,1338,1024,-3
627,KevinMathew,3632,,490,936,1242,964,
628,Yuuki-Asuna,3626,,484,870,1146,1126,
629,ajcxsu,3624,,442,964,1054,1164,-1
630,hs484,3620,,490,852,1236,1042,-3
631,jiraya_,3616,,454,852,1110,1200,
631,__alt,3616,,416,892,1128,1180,-1
633,CPX,3614,,438,944,1236,996,
634,aayush9,3612,,-1,964,1268,1380,-3
635,hymsly,3610,+1,486,944,1288,792,-1
635,Monster__Qi,3610,,438,944,1362,866,-1
635,satyajit97,3610,,456,864,1122,1168,
638,Sq1,3608,,484,944,1238,942,
639,Snowe,3596,,486,854,1146,1110,
640,aryanc403,3590,,424,870,1124,1172,-2
641,ptnk_1215_panaka_13,3586,,396,876,1254,1060,
642,GastonFontenla,3584,,438,952,1296,898,
643,uvwzyx,3580,,412,908,1290,970,
644,Corvus,3578,,494,952,1170,962,
645,idsigma,3574,,492,898,1374,810,
646,nyashiki,3570,,488,834,1194,1054,
646,cj_dzf,3570,,484,928,1260,898,
646,adi1998,3570,,490,846,1236,998,
649,mixNIk999,3566,,472,900,1188,1006,
650,usernameson,3562,,484,904,1120,1054,
651,LJ_believer,3556,,298,770,1158,,1330
651,for_njxz,3556,,478,880,1170,1028,
653,msuwakow,3554,,-1,904,1266,1384,
654,yefrigg97,3548,,488,944,1028,1088,
655,Pretest,3546,,476,846,1128,1096,
655,*lmn0x4F,3546,,-3,854,1092,1600,
655,mridul1809,3546,,480,904,1092,1070,
658,sakib_muhit,3544,,432,888,1152,1072,
659,edsa,3540,,420,952,1204,964,
660,NimaV,3538,,492,948,1326,772,
660,luyehao,3538,,480,896,1050,1112,
662,2017SSY,3536,,468,896,1236,936,
663,deja-vu,3534,,350,860,1116,1208,
663,AbhishekVanjani,3534,,436,952,1224,922,
665,fengjk,3532,,434,854,1210,1034,
665,Dmit_riy,3532,,422,888,1058,1164,
665,zzuli_sigh,3532,,482,912,1260,878,
668,*TangentDay,3528,,386,752,1086,1304,-2
669,HuuMaNoID,3520,,486,796,1152,1086,
670,nyhuang,3518,,488,920,1146,964,
670,Pavs,3518,,486,834,1046,1152,
672,too_weak_too_slow,3504,,362,876,1146,1120,
673,Honour_00,3498,,376,696,990,1436,-1
674,zjf_juruo,3496,,426,624,1086,,1360
675,AIshutin,3494,,234,924,1326,1010,
676,lypl,3490,,-2,956,1198,1336,
677,Nightmare05,3488,+2,-1,928,1272,1088,
678,mr.stefan,3484,,490,846,916,1232,
679,i_am_undefeatable_22,3480,,434,874,1192,980,-1
679,Lane_,3480,,-1,940,1308,1232,
681,we1erstrass,3476,,440,898,1122,1016,-2
682,algmyr,3472,,474,940,870,1188,
683,Azat_Yusupov,3462,-1,492,932,920,1168,
684,Guty,3458,,480,912,1118,948,
685,qhqh,3456,,436,874,1252,894,
685,maomao9173,3456,,482,556,1242,1176,
687,zxyl,3454,,440,964,1350,700,-3
688,ravimsr06,3452,,474,872,1042,1064,
689,CRRRRR2016,3450,,478,694,1134,1144,
690,wh_ZH,3432,,478,932,1200,822,
691,Sina_Abbasi,3422,,490,860,1000,1072,
692,mohamad,3418,,490,960,1368,600,
692,WJT,3418,,-1,936,1308,1174,
694,EK.,3416,,488,822,1230,876,
695,Dota_Air,3394,,294,858,1194,1048,
696,disangan233,3382,,366,768,1236,1012,
697,gjing,3374,,470,856,810,1238,
698,LiPro,3362,,348,544,1224,1246,
699,coano2000,3336,,412,794,1038,1092,
699,dimapet,3336,,434,936,904,1062,
701,cookiebus,3334,,482,760,1194,898,-4
702,opukittpceno_hhr,3332,,394,964,1374,600,
703,ccsu_cat,3322,,480,928,1314,600,
704,*Dalgerok,3318,,498,980,-1,-4,1840
705,otaliptus,3242,,-1,892,1158,1192,
706,deefoxx,3234,+4,494,960,1380,,
707,*andrew,3232,,320,628,844,,1440
708,robert1003,3224,,-1,956,1302,966,-1
709,mrmarsh,3214,,-2,912,1158,1144,
710,kruntuid,3192,,418,784,942,1048,
711,dastan,3178,+2,492,952,,1534,
712,young_midoriya,3170,,394,736,1012,1028,
713,AleXman111,3100,+4,442,944,1314,-1,-2
714,Hamsterw,3098,,494,964,-1,-1,1640
715,AngrySeal,3090,,-5,786,1128,1176,
716,PO3OBAR_Bblnb,3086,,494,-1,1362,1230,
717,mikeweat,3074,+2,436,948,-1,-1,1490
718,MagicSpark,3066,+4,324,968,1374,-6,-1
719,FuyuMai12,3054,+2,492,964,1398,-7,-1
720,omar22,3050,+2,494,964,1392,-3,
721,*Smaug,3046,,,,,1126,1920
722,Black_Ghost,3042,+3,440,964,1338,-7,
723,SovietPower,3040,+3,494,932,1314,-6,
724,nagpaljatin1411,3026,+4,434,908,1284,-4,
725,wakax365,3016,+3,388,912,1416,,
726,I_Love_Lera_Bulgakova,3014,+3,486,956,1272,,
727,onjo,3008,,492,956,-1,1560,-7
728,BFLSTiger,3002,,-1,824,1116,1062,
729,DANDROZAVR,3000,+2,494,976,1330,-1,
730,lisifu,2992,-2,494,960,-1,1638,-5
731,*konbu,2988,,450,-1,1266,1272,-3
732,pleb,2980,+5,490,844,1146,,
733,ToMyDong,2966,,440,960,-2,1566,-3
734,NekoKarp,2964,,150,870,906,1038,
735,sdssudhu,2962,-1,-2,944,1146,922,
736,P___,2946,,490,944,-1,1512,-1
737,im0qianqian,2944,+3,490,882,-1,1272,
737,RollingHash,2944,+1,494,964,1386,-1,
739,TheRedLegend,2940,+2,490,936,1314,-1,
740,....................,2934,,484,-1,1026,1424,-1
741,jiangtao,2932,+4,228,948,1356,-2,
742,i_am_nothing,2926,,490,-1,1284,1152,
743,Evro,2920,+2,442,940,1338,-2,-1
744,*Aeon,2910,,494,976,1440,-1,-4
745,re_eVVorld,2908,,492,960,-1,1456,
745,MasT_,2908,,438,-1,1144,1326,
747,nonumx,2904,,292,608,936,1068,
748,RazerMaster,2898,,462,900,-1,1536,-6
749,*_LeMur_,2888,,494,972,1422,-1,-4
750,*Holidin,2878,,496,972,1410,-1,-5
751,Nickwzk,2868,,428,-1,1128,1312,
752,LuckyPaper,2866,+1,496,952,1318,-4,-1
753,ILoveDoraemon,2864,+3,434,932,1198,,
753,BiteTheDust,2864,+1,488,944,1332,-4,
755,vnd,2860,+2,444,910,1356,-3,-4
756,summitwei,2858,,492,894,-1,1472,-3
757,DIvanCode,2856,+3,490,894,1272,-1,-1
757,Arrias,2856,,496,980,1380,-5,
759,passer__,2850,+5,484,900,966,,
760,rchehab,2848,,494,968,1386,-4,-1
760,killer_god,2848,,492,964,1392,-1,
760,lclpsoz,2848,,494,968,1386,-4,
763,*amoo_safar,2846,,490,964,1392,-2,-3
764,nitishk24,2844,,494,928,1422,-4,
765,Jester,2840,,492,956,1392,-4,-1
766,Amorphophallus,2838,,470,936,-1,1432,
766,Sidiq_HA,2838,,486,972,1380,-1,-2
768,*HNO2,2836,,490,960,1386,-5,-2
769,PinkieRabbit,2834,,494,960,1380,-4,
769,face4,2834,,492,968,1374,-3,-2
771,dortmund,2832,,490,956,1386,-5,
771,Stelutzu,2832,,494,964,1374,-8,
771,w0nsh,2832,,494,964,1374,-1,-1
774,Adibov,2830,,494,956,1380,-2,
775,Hydrangeas,2828,,494,948,1386,-8,-4
775,*Batrr,2828,,488,960,1380,-1,-1
777,TargetLocked,2822,,494,960,1368,-1,-2
777,LotiyaPathan,2822,,494,972,1356,-2,
777,vlfom,2822,,494,960,1368,-1,-2
780,Shtef,2820,,490,956,1374,-4,
781,sfialok98,2818,,492,952,1374,-2,
781,Vladimirr.Petrunko,2818,,492,964,1362,-7,
783,zhsh,2816,,490,952,1374,-8,
783,Chhatarpur,2816,+1,492,964,1260,,
783,perekopskiy,2816,,490,952,1374,-7,
786,Bhj2001,2814,,492,960,1362,-2,
787,linjek,2812,,444,964,1404,-12,
788,mechanic,2810,+2,490,928,1192,-1,
788,simem,2810,,490,952,1368,-5,-1
790,tryhard,2808,,492,948,1368,-1,
791,*LittleKoala,2806,,492,952,1362,-2,
791,CNik,2806,+2,488,936,1182,-1,
793,zysbzddsj,2804,,492,944,1368,,-6
794,*NeKrasnyj,2802,,496,926,1380,,
795,Vazgen,2800,,492,952,1356,-3,
796,azdev910,2798,,484,874,,1440,
797,Khujamurod97,2796,,492,948,1356,,
797,sddyzjh_will_lose_weight,2796,,494,710,-1,1592,
797,gprano,2796,,492,960,1344,-4,
797,armoking,2796,,494,976,1326,,
801,mmestrovic,2794,,492,964,1338,-5,
802,natofp,2792,,492,896,1404,-7,
803,meltout,2790,,490,944,1356,-1,
803,s4ulg00dm4n,2790,,170,-1,996,1624,
803,houzhe,2790,,490,944,1356,-2,-2
806,Itst,2788,,494,964,1330,-5,-1
807,*Shayan,2784,,436,956,1392,-3,-3
807,konicyQwQ,2784,,494,952,1338,,-1
809,Lich_King,2780,,464,908,-1,1408,-3
809,Reem,2780,,488,948,1344,-2,
809,cvele,2780,,492,956,1332,,
812,*hitman623,2778,,442,956,1380,-2,
812,danza,2778,,492,960,1326,-7,
812,khokharnikunj8,2778,,490,964,1324,-1,-1
815,nikita777,2776,,494,956,1326,,
815,sj_hellfire,2776,,490,960,1326,-5,
817,potoooooooo,2774,,490,952,1332,-4,
817,*yybyyb,2774,,488,936,1350,-3,
817,OMG_wc,2774,,490,940,1344,-2,
817,2018szb,2774,,488,948,1338,,
821,joulej,2772,,488,952,1332,-3,-1
821,A.Kaan42,2772,+3,484,862,1176,,
823,Mavzes,2770,+1,482,930,1258,,
823,sameep17264,2770,,490,948,1332,-5,
825,Sherek,2768,,492,944,1332,-3,
825,Fuzen527,2768,,440,960,1368,-3,
825,zaki_joho,2768,,492,896,1380,-4,
828,xproxmess,2766,,442,956,1368,-4,
828,BaCkeiI,2766,+2,488,866,1212,,
828,LiuRunkY,2766,,490,944,1332,-4,
828,zilioner,2766,,490,956,1320,-2,-1
832,Cinnamoroll,2764,,492,910,1362,-3,-1
832,Markomafko972,2764,,436,948,1380,-3,
832,hovny,2764,,470,678,,1616,
832,mts_246,2764,,490,936,1338,-7,
832,tgprozorova,2764,,492,952,1320,-2,
837,WillWang98,2762,,488,948,1326,-2,
838,I_Hate_AHDPIYKO,2760,,430,944,1386,-5,
838,IT_MACHINE,2760,,488,952,1320,-7,
840,pushpendra1997,2758,+2,386,932,1290,-3,
840,zendo,2758,,438,952,1368,-5,-1
842,selpo,2756,,492,932,1332,,-7
843,amazing_rat,2754,,440,940,1374,-7,
843,Lets_chill_tonight,2754,,494,940,1320,,-1
845,akapros,2752,,490,956,1306,-1,-1
845,SteadyStudent,2752,,490,948,1314,,-1
845,nmnmnmnmnmnmnm,2752,,488,932,1332,-3,-1
848,Dos,2748,,446,904,1398,-3,
848,hett,2748,,494,928,1326,-6,
848,JATC,2748,,488,952,1308,-2,-1
848,freyes,2748,,488,940,1320,-2,
848,DesiChamp,2748,,428,904,1416,,
853,jk89,2746,,490,948,1308,-4,
854,kozima,2744,,438,896,1410,-5,
855,O__o,2742,,438,960,1344,-5,
855,sjc061031,2742,,438,948,1356,-5,
855,Sunnat,2742,,486,876,1380,,-2
858,ZzZZCHS,2740,,492,940,1308,-3,
859,lightgreen,2738,,490,928,1320,,-1
860,mikit,2736,,488,952,1296,-5,
860,AlluMihu,2736,,494,940,1302,-5,
860,yoshinoz,2736,,484,944,1308,,-2
863,DeepThought42,2734,-1,486,948,1350,-2,
864,xianhaoming,2732,,482,896,1354,-3,
864,lesswrong,2732,,488,948,1296,,-1
864,Amoo_Hashem_Mehraban,2732,+1,434,928,1320,-5,
864,Hemnath_D,2732,,490,940,1302,-3,
868,Creed_,2730,,488,948,1294,-6,
868,milosz,2730,,490,944,1296,-2,-1
868,demoralizer,2730,+2,482,940,1108,,
871,reew2n,2728,,490,882,1356,-4,-4
871,wewark,2728,,492,960,1276,-4,
871,Nickname124,2728,,494,956,1278,-12,
871,MyVegetableHasExploded,2728,,492,928,1308,,
875,Tigutor,2726,,492,944,1290,-3,
875,11eleven,2726,,454,880,1392,-3,
875,Chlience,2726,,482,936,1308,-4,
875,giangpro93,2726,,486,932,1308,-2,
879,arjun_9426,2724,,490,944,1290,-2,
879,Kewo,2724,,490,932,1302,-5,
879,hypomaniac,2724,,492,948,1284,-1,
882,manishtanwar,2722,,488,920,1314,-3,
882,Nick_Evans,2722,,436,948,1338,-2,
884,GZY_AK_IOI,2720,+1,466,944,1260,,
884,maruii,2720,,488,882,1350,-3,
884,shahidul_brur,2720,,490,952,1278,-1,
884,pushkar12,2720,,490,952,1278,-5,
884,Baharevim,2720,,490,940,1290,-5,
884,patak,2720,,490,960,1270,-5,
884,I_Love_Sophia_Yaropud,2720,,384,956,1380,,
891,didgogns,2718,,432,936,1350,-9,
891,Darkstalker,2718,,490,944,1284,,
893,lgm9,2716,,370,834,-1,1512,-3
893,cs_tree,2716,,482,920,1314,,
893,_Dark_Shadow_,2716,,492,928,1296,-2,
893,doge233,2716,,486,940,1290,,
897,ankurdua15,2712,,484,948,-1,1280,-1
897,Tolmachev,2712,,490,944,1278,-2,
897,Shisuko,2712,,492,960,1260,,
897,AJ_Coder,2712,,454,860,1398,-3,
901,AHTOH._.,2710,,488,944,1278,,
901,Best_Master_Yoda,2710,,432,940,1338,-3,-3
901,eu3neuom,2710,,496,972,1242,-3,
904,Bassel,2708,,430,940,1338,-6,-1
904,comzyh,2708,,416,-1,1218,1074,
904,omikad,2708,,474,944,1290,-2,
907,Shinbai,2706,,492,956,1258,,
907,nimom,2706,,488,940,1278,-3,
907,Butskhrikidze,2706,+3,488,928,990,-2,
907,deep123flare,2706,,436,944,1326,,
907,link_dont_cut_tree,2706,,476,916,1314,,
907,koikotya,2706,,488,928,1290,-2,
907,snow39,2706,,492,960,1254,-5,
907,acIN1go,2706,,486,936,1284,-4,
907,whyzker,2706,,484,944,1278,,-1
916,drastogi21,2704,,430,936,1338,-2,
916,lhl322,2704,,484,924,1296,-4,
916,grated,2704,,438,940,1326,-4,
919,dyslexia,2702,,440,948,1314,,-1
919,D1orite,2702,,486,932,1284,,
919,wh1te_whale,2702,,492,956,1254,,
919,*WonderMouse,2702,,490,936,1276,,
919,mukel,2702,,434,936,1332,,-13
924,Kerpoo,2700,+1,490,736,1374,-1,
924,hat,2700,,484,920,1296,,
926,kuzmoid,2698,,488,932,1278,-1,
926,I_Love_ShreyaAgarwal,2698,,484,924,1290,-2,
926,DeD_TihoN,2698,,484,882,1332,-3,
929,EremeevD,2696,,434,948,1314,-5,
930,Bengal_Tiger,2694,,492,948,1254,-1,
930,lebeg,2694,,482,940,1272,,
932,HCPS42,2692,,488,948,-1,1256,
932,*Omelianenko,2692,,434,944,1314,-1,
934,KanuaK,2690,,488,936,1266,,
934,kuryakov2,2690,,486,932,1272,-2,
934,Redwan_Plague,2690,,488,944,1258,-1,
934,LoveAnimeDesu,2690,,486,932,1272,-2,
934,rajgarg150873,2690,,482,936,1272,,
934,spellstaker,2690,,488,936,1266,,
940,c0per,2688,+1,284,948,1356,-2,
940,Timonnable,2688,,486,948,1254,-1,
940,woniurufeng,2688,,484,892,,1312,
940,Kadi,2688,,488,928,1272,,
940,dyxx,2688,,436,932,1320,-4,
945,Hadi_A,2686,,486,948,1252,,
945,sysjuruo,2686,,432,940,1314,-2,
945,Choopa_choops,2686,,490,894,1302,-2,
945,zeyunow,2686,,492,886,1308,-5,-1
945,ArcherKing,2686,,486,832,1368,,
950,iehn,2684,,490,956,1238,-13,
950,killer_bee,2684,,490,936,1258,-5,
950,FominSergey,2684,,488,944,1252,,
950,AKCqhzdy,2684,,486,944,1254,-6,
954,4llower,2682,+2,490,944,1048,-6,
954,claro_henrique,2682,,424,-4,1122,1136,
956,Hipo_3412,2680,,432,940,1308,-5,
956,K_A_R_E_N,2680,,486,886,1308,-5,-2
958,Mindjolt,2678,,492,932,1254,,
958,CLT,2678,,488,840,1350,-1,-1
958,forceawakened,2678,,490,940,1248,-1,
958,HukuToc,2678,,488,924,1266,,
962,Scayre,2676,,442,920,1314,-4,
962,JAGUAR_108,2676,,488,928,1260,-1,
962,mukhametgalin,2676,,492,948,1236,-3,
962,Radu_filipescu,2676,,364,880,,1432,-2
962,TABball,2676,,484,932,1260,,
962,wangju,2676,,484,908,1284,-2,
962,HCI,2676,,492,882,1302,-5,
969,cshuenss,2674,,438,952,1284,,
969,amitgomi,2674,,488,940,1246,,
969,csgocsgo,2674,,484,924,1266,,
969,codgician,2674,,490,840,1344,-2,
969,NeLeGaL,2674,,492,940,1242,-1,
974,Timely_Rain,2672,,472,904,1296,-5,
974,raghav0307,2672,,490,874,1308,-4,
976,tisthepurple,2670,,490,908,1272,,
976,halohalo,2670,,492,902,1276,-6,
976,wyj_alone_smile,2670,,484,932,1254,-2,
979,cmd035,2668,,486,928,1254,,-1
979,smart_iyer,2668,,428,932,1308,-5,
981,Stephan_,2666,,486,932,1248,-5,
981,mursago,2666,,492,890,1284,-1,
981,shiv1470,2666,,490,928,1248,,
981,alishahali1382,2666,,384,944,1338,,-5
981,AllureLove.,2666,,436,940,1290,-1,
981,kostia244,2666,,492,944,1230,-8,-1
981,lts_,2666,,434,924,1308,-3,
981,Everglow,2666,+2,418,884,1164,,
981,4l5n3,2666,,434,932,1300,-9,
990,fro11o,2664,,470,940,1254,-7,
990,bigdekopon,2664,,492,964,1208,-1,-1
990,mikigrubic,2664,,438,948,1278,,
990,chirag11032000,2664,+2,492,940,1032,,
990,Randooom,2664,+1,432,916,1266,,
995,raghav.blacklist1,2662,,432,928,1302,,
995,Tasnim,2662,,490,948,1224,-4,
997,River,2660,,478,904,1278,-2,
997,rdfzXR,2660,,426,932,1302,-4,
997,Grut,2660,,486,944,1230,,
997,mkmkl93,2660,,494,888,1278,,
1001,Dodolphin,2658,,488,940,1230,,
1001,wa007,2658,,428,928,1302,-4,
1001,FarmerKb,2658,,490,944,1224,-2,
1001,sky3141,2658,,480,912,1266,,-1
1001,farukkastamonuda,2658,-1,486,944,1278,,-8
1001,fauzdar65,2658,,490,940,1228,-5,
1001,maozaozao,2658,,490,932,1236,-2,
1001,sash0,2658,,480,912,1266,-4,
1009,dharmilp,2656,,438,940,1278,,
1009,moeis0,2656,,472,900,1284,,
1009,tukan-king,2656,,494,968,1194,-5,
1009,Dmitriev,2656,,490,948,1218,-3,
1013,dmkozyrev,2654,,490,924,1240,-2,
1013,chengwenhao2006,2654,,490,952,1212,-2,
1013,jayliner66,2654,,436,916,1302,,
1013,nishank.suresh,2654,,494,972,1188,-2,
1017,Sanazmgh,2652,,484,878,1290,-2,
1017,lqz_t,2652,,490,920,1242,-1,
1019,TheAnshul,2650,+3,428,784,1138,,
1019,kingside,2650,,486,886,1278,-2,
1019,kingfran1907,2650,,388,948,1314,-3,
1019,Vegeken_Lin,2650,,476,866,1308,,
1019,HardNut,2650,,470,916,1264,-4,-2
1019,Bonirt,2650,,490,960,1200,-5,-1
1019,Anton_Roy,2650,,488,932,1230,-3,
1026,AhmedGhazaly,2648,,488,948,1212,,
1026,yangzijun,2648,,436,928,1284,-1,
1026,AronBM,2648,,494,882,1272,-3,
1026,livw,2648,,378,932,1338,-4,
1030,ryansee,2646,,414,862,,1370,-1
1030,WangNimei,2646,,472,908,1266,-4,
1032,Aglaya,2644,,490,924,1230,-4,
1032,Latens,2644,,478,924,1242,-4,
1032,AndresRPerez12,2644,,428,920,1296,-5,
1032,na_kayfe,2644,,422,920,1302,-1,
1032,straw_boy,2644,,490,924,1230,-4,-1
1032,wxyww,2644,+2,282,866,1296,,
1038,opooopooo,2642,,480,908,1254,-2,
1038,ziliuziliu,2642,,486,890,1266,-4,
1038,harshit601,2642,,488,956,1198,-1,
1038,spar5h,2642,,492,960,-1,1190,
1038,uniqriv,2642,,432,908,1302,,-1
1038,Ostad_George,2642,,484,874,1284,-6,
1044,jmrh_1,2640,,492,924,1224,,
1044,Mr.Hakimov,2640,,492,948,1200,,
1044,knandy,2640,,484,866,1290,-3,
1047,Naumovich,2638,,484,924,1230,,
1047,*zhoutb,2638,,484,846,1308,-2,
1047,yagami3566,2638,,440,964,1234,-12,
1050,Dalimus,2636,,444,944,1248,-2,-1
1050,1552382553,2636,,480,908,1248,-1,
1050,dxd666,2636,,486,854,1296,,-2
1050,osu,2636,,422,960,1254,,
1054,Hello_zhr,2634,,492,744,1398,-5,
1054,harvey_specterr,2634,,476,904,1254,,
1054,MaRos,2634,,490,952,1192,-1,
1057,trifangrobert,2632,,486,904,1242,,
1057,Lina_Paucar,2632,,484,936,1212,-4,
1057,himank,2632,,,,1242,,1390
1057,zjz123,2632,,472,900,1260,-3,
1057,Rhouma,2632,,434,944,1254,-3,
1057,Kuzia,2632,+1,438,816,1278,,
1063,whyo,2630,,488,924,1218,-2,
1063,ohlms,2630,,436,916,1278,-1,
1063,Codeforce_123,2630,,488,936,1206,,-1
1063,SatsukiPrime,2630,,486,908,1236,-1,
1067,Karial,2628,,488,948,1192,,
1067,peredayte_za_proezd,2628,,438,936,1254,-4,
1069,Aman312,2626,,488,940,1198,,
1069,ondr12,2626,,430,924,1272,,
1069,achulkov2,2626,,482,920,1224,,
1072,ShJ,2624,,490,940,1194,-4,
1072,Meeperbunny,2624,,490,944,1190,,-2
1072,special_noob,2624,,488,936,1200,-1,
1075,NewFlow,2622,,482,940,1200,,
1075,rakeshcodeit,2622,,482,916,1224,,
1075,WarKing,2622,,490,952,1180,-5,
1075,Bench0310,2622,,484,932,1206,-1,-3
1075,myHandle,2622,,492,912,1218,,
1075,frontseatastronaut,2622,,434,928,1260,-1,
1075,ZieiN,2622,,-1,560,882,1180,
1075,bmm,2622,,492,964,1166,,-3
1083,Berted,2620,,488,908,1224,-11,
1083,puneetrai04,2620,,492,936,1192,-5,
1085,chiheb19,2618,,482,924,1212,-3,
1085,ayushghd,2618,,490,952,1176,-1,
1085,iphreetom,2618,,482,912,1224,-6,
1088,misaka27149,2616,,430,908,1278,-3,
1088,sam7007,2616,,490,920,1206,,
1090,Apachesunset,2614,,432,844,1338,-3,-1
1090,Valeri_Stanchev,2614,,486,936,1192,,
1090,834929914,2614,,486,940,1188,-2,
1090,MikamiYua,2614,,438,928,1248,-1,-1
1094,ahgus89,2612,,492,842,1278,-3,
1094,samarth1729,2612,,434,936,1242,-2,
1096,Vitz,2610,,490,932,1188,-1,
1096,misanthrop.vg,2610,,486,874,,1250,-1
1096,alexxx998,2610,,440,952,-2,1218,-1
1096,clock3456u89-,2610,,490,782,1338,-8,
1096,ol1v3r,2610,,432,924,1254,,
1101,sirjan13,2608,,468,916,1224,,
1101,dumb_ape,2608,,430,924,1254,-1,
1101,psevdoinsaf,2608,,422,928,1258,-9,
1101,Garen,2608,,476,896,1236,-1,
1105,ayakut,2606,,424,856,1326,-4,
1105,deepak_d14,2606,,480,896,1230,-2,
1105,devid,2606,,230,972,1404,-3,-1
1105,ambesh,2606,,482,936,1188,,-1
1109,BATM4N,2602,,486,936,1180,,
1109,ardan,2602,,434,932,1236,-4,
1109,garipov.roma,2602,,434,932,1236,-6,
1109,IIIIIIIIIIIIIIIIIIIII,2602,,492,906,,1204,-4
1109,guanaco96,2602,,480,924,1198,-3,
1109,BRCode,2602,,490,940,1172,-8,
1109,Lunatch,2602,,486,882,1234,-2,
1116,mariowong,2600,,492,824,1284,,
1116,PurpleCarrot,2600,,486,920,1194,-2,
1116,Regius,2600,,478,904,1218,-2,
1116,Robin_Lo,2600,,484,892,1224,-2,
1116,Altern,2600,,488,936,1176,-2,
1121,stupid_lad,2598,,454,884,1260,-2,
1121,creep04,2598,,378,882,1338,-6,
1123,HassanAbadi,2596,,478,900,1218,-1,
1123,Emgariko,2596,,476,896,1224,-3,
1125,Kognition,2594,,270,956,1368,-8,-1
1125,AJ47,2594,,432,932,1230,-2,
1125,satyacse,2594,,486,908,1200,,
1125,oleg76,2594,,490,960,1144,-2,
1129,ZERO.,2592,,484,944,1164,-1,
1129,eki,2592,,482,862,1248,-10,
1131,purple_bro,2590,,486,850,1254,-5,
1131,Dysania,2590,,484,936,1170,-1,-1
1131,paroothisumit95,2590,,432,862,1296,-6,
1134,ayubansal1998,2588,,474,896,1218,,
1134,DatoTS,2588,,486,896,1206,,
1136,shubhiks1032,2586,-1,488,948,1200,,
