#,Who,=,*,A,B,C,D,E
3575,vinamrabathwal99,966,,150,816,,,
3575,furiouslad23,966,,150,816,,,
3578,problem_solved,964,,208,756,,,
3578,mentality,964,,424,540,,,
3578,devanshagrawal,964,,394,570,,,
3581,1710252529,962,,384,578,,,
3581,skys,962,+3,-1,662,,,
3581,nnnnnnnnnnnnn,962,,318,644,,,
3581,zhanghuimeng,962,,330,632,-1,,
3581,Gywndolin,962,,398,564,,,
3586,kumarsagar640,960,,372,588,,,
3586,hello_darling,960,,,960,,,
3586,giang.best.1,960,,-1,960,-1,,
3589,gospelslide,958,,336,622,,,
3589,OctoBronze,958,,162,796,,,
3589,It_Wasnt_Me,958,,150,808,,,
3589,azadkumar,958,,466,492,,,
3593,anish_sk,956,,312,644,,,
3593,Jasmit63,956,,180,776,,,
3593,shanto_kundu,956,,212,744,,,
3593,ojas_bansal,956,,460,496,,,
3597,starrats,954,,356,598,-2,,
3597,chezoya,954,,386,568,,,
3599,nonlosa,952,,466,486,,,
3599,Anton_S,952,,338,614,,,
3599,ale,952,,-2,952,-1,-1,
3602,Infidelis,950,,150,800,,,
3602,Chanddeepak,950,,220,730,,,
3602,crazy__1234,950,,150,800,,,
3605,Heymeka,948,,478,470,,,
3605,tushar_1997,948,,-1,948,,,
3605,sugar123,948,,150,798,,,
3605,dreamer_98,948,,398,550,,,
3605,shade33,948,,-4,948,,,-1
3610,Clerc,946,,308,638,,,
3610,AltEsc,946,,246,700,,,
3610,rsingh20,946,,452,494,,,
3610,PlayGlassBall,946,,474,472,,-1,
3614,qilip,944,,430,514,,,
3614,joydip007x,944,,236,708,,,
3614,Amritanshu_7,944,,334,610,,,
3614,OeS,944,,310,634,,,
3614,N.N_2004,944,,328,616,,,
3614,code_report,944,,482,462,,-3,
3614,11610325,944,,500,444,,,
3621,mash97,942,,214,728,,,
3621,Deep_123,942,,462,480,,,
3623,Ahmad_Abudray3,940,,342,598,,,
3623,MJR69,940,,,940,,,
3623,adityasingh.1397,940,,-1,940,,,
3623,kvaluruk,940,,-1,940,,,-1
3627,Z_yh,938,,174,764,,,
3627,nikitos_meloman,938,,280,658,,,
3627,M1T,938,,324,614,,,
3627,ice8scream,938,,258,680,,,
3631,person123,936,,308,628,,,
3631,ACji,936,,404,532,,,
3631,ForeverNewbie,936,,350,586,,,
3634,siddharthpogul1999,934,-2,482,552,,-1,
3634,pranto_RUET,934,,150,784,,,
3634,kcf,934,,186,748,,,
3634,Hope_Y,934,,286,648,,,
3638,ShowStopper728,932,,372,560,,,
3638,vkjha1010,932,,330,602,,,
3638,Vertex_ALX,932,,-1,932,,,
3638,archit4077sh,932,,204,728,,,
3638,houzhibin,932,,328,604,,,
3643,mlxlx,930,,316,614,,,
3644,rishigarg0709,928,,436,492,,,
3645,pishbeenZ,926,,306,620,,,
3645,kansalanmol0609,926,,266,660,,,
3647,victory_vivek,924,,376,548,,,
3647,ucanyiit,924,,-2,924,,-8,
3647,kk611,924,,432,492,,,
3647,leo7279,924,,-5,924,,,
3651,dasfex,922,,406,516,,,
3651,LightWant,922,,230,692,,,
3651,Mercury_Lc,922,,458,464,,,
3651,phoenix_rishabh,922,,338,584,,,
3655,dk1108,920,,208,712,,,
3655,revas09,920,,158,762,,,
3655,karan2dec,920,,-1,920,,,
3655,fe4r133S,920,,-2,920,-1,,
3655,akj_j,920,,-1,920,,,
3660,solidhtwoo,918,,226,692,,,
3660,dhruv_997,918,,-2,-3,918,,
3660,artv,918,,254,664,,,
3660,henucm,918,,418,500,,,
3664,markussie,916,,-1,916,,-1,
3664,zhangjiusi,916,,368,548,,,
3664,vodd_17,916,,310,606,,,
3664,raunaqroxx,916,,360,556,,,
3668,aman_goyal,914,,374,540,,,
3668,4ul_sharma,914,,272,642,,,
3668,faisaljabet,914,,364,550,,,
3668,akash_sharma100,914,,286,628,,,
3668,FEDIKUS,914,,150,764,,,
3668,a1204675546,914,,282,632,,,
3674,Su_Y,912,,440,472,,,
3674,georgeoctavian,912,,-2,912,,,
3674,fertilewaif,912,,368,544,,,
3674,whyonlylim,912,,,912,,,
3674,Valeria_Grigoruants,912,,356,556,,,
3674,moreharder,912,,298,614,,,
3674,Kirill0534,912,,328,584,,,
3674,mu_mimo,912,,272,640,,,
3682,mbakalov,910,,354,556,,,
3682,taolahung01,910,,468,442,,,
3684,mohit_10,908,,188,720,,,
3684,dylan556,908,,272,636,,,
3684,wolfdan666,908,,424,484,,,
3684,ilkerkosaroglu,908,,-1,908,-1,,
3684,NahidReza,908,,438,470,,,
3684,uz2ee,908,,456,452,,,
3690,rajpatel_28,906,,404,502,,,
3690,krark,906,,412,494,,,
3690,Fokinell,906,,,-6,906,,
3690,timish_04,906,,446,460,,,
3690,abhishekroy98,906,,182,724,,,
3695,Onward,904,,192,712,,,
3695,xXLucarioXx,904,,-4,904,,,
3695,priyanshu_98,904,,432,472,-1,,
3698,B_oost,902,,250,652,,,
3698,GREcoder,902,,374,528,,,
3700,geezers,900,,462,438,,,
3700,Avish79,900,,252,648,,,
3700,For_Love,900,,424,476,,,
3700,XC__,900,,-1,900,,,
3700,caihua,900,,390,510,,,
3705,sorry_saktiman,898,,-1,898,,,
3705,krhythm32,898,,348,550,,,
3707,vigneshwaran34,896,,392,504,,,
3707,angry_Dmitry,896,,-2,896,,,
3707,Divi_09,896,,-1,896,,,
3710,M4S1N,894,,278,616,,,
3710,namankathu16,894,,408,486,,,
3712,pratik8798,892,,,892,,,
3712,Grigor01,892,,290,602,,,
3712,NinjaInPyjamas,892,,-1,892,,,-3
3712,kiwiyou,892,,,892,,,-2
3712,I_and_i,892,,368,524,,,
3712,SamuelLim,892,,-1,892,,,
3718,aakarsh2126,890,,378,512,,,
3718,iAmrifat,890,,382,508,,,
3720,w_t,888,,412,476,,,
3720,M......,888,,-5,888,,,
3720,cackrogt93,888,,340,548,,,
3720,X-33,888,,378,510,,,
3724,nok_nok,886,,384,502,,,
3724,58132134,886,,268,618,-1,-4,
3726,ecjtu17zhangxu,882,,294,588,,,
3726,anshul0915,882,,468,414,,,
3726,vardan1012,882,,472,410,,,
3729,Baker_vai,880,,440,440,,,
3729,RedD,880,,-3,880,,,
3729,sravan98,880,,-2,880,,,
3729,liuxx,880,,-1,880,,,-1
3729,shreyansh08,880,,212,668,,-1,
3729,vedha,880,,288,592,,,
3729,VeNoOM,880,,-1,880,,-5,
3729,kt0107,880,,262,618,,,
3737,akshat99,878,,368,510,,,
3737,QAQ2,878,,446,432,,,
3737,manaranjanfav,878,,,878,,,
3740,WildArchmage,876,,238,638,,,
3740,Code0,876,,-1,876,,,
3740,sitaula98458,876,,432,444,,,
3740,babilonglong,876,,-1,876,,,
3744,mandy_26,874,,278,596,,,
3745,AskedHerOut,872,,-4,872,,,
3745,Kuzan,872,,-2,872,,,
3745,anmoljain1207,872,,-2,872,,,
3748,keshu6598,870,,476,394,,,
3749,MahmoudHussien,868,,,868,,,
3749,NoOne-.-,868,,,868,,,
3749,satyajeetkumar499,868,,-1,868,,,
3752,Rain_Bow,866,,264,602,,,
3753,Faisal..Ahmed,864,,390,474,,,
3753,ericxiao,864,,-4,864,,,
3753,Ab.Sultan,864,,,864,,,
3756,obeliks,862,,224,638,,,
3756,vikr_182,862,,-1,862,,,
3758,IcEater,860,,278,582,,,
3758,ashishkr23438,860,,478,382,,,
3758,izumiQR,860,,-2,860,,,
3758,new_bie_always,860,,,860,,,
3762,Mohammed_Atef_Hassan,856,,,856,,,
3762,code_next_door,856,,-3,856,,,
3764,2017224405,854,,150,704,,,
3764,namanbansal013,854,,-1,854,-1,,
3764,hardy40,854,,264,590,,,
3767,pkpraduman19980808,852,,-3,852,,,
3767,t1war1,852,,-1,852,,,
3767,zupiter,852,,480,372,,,
3770,anurag124,850,,368,482,,,
3771,karan_c,848,,212,636,,,
3771,st1vdy,848,,-1,848,,,
3771,apugoneappu,848,,314,534,,,
3774,MaximG,846,,356,490,,,
3775,Quartermelon,844,,,844,,-2,
3775,aschugunov,844,,396,448,,,
3775,zmagzhanz,844,,170,674,,,-1
3778,diveshuttam,842,,298,544,,,
3778,just_try,842,+2,150,542,,,
3780,thedarkworld,840,,-1,840,,,
3780,aspatelakbar,840,,-1,840,,,
3782,Ziax,838,,-5,838,,,
3782,Mukundan314,838,,-3,838,,,-2
3784,kaplanyb,836,,-2,836,,,
3784,golu20174024,836,,,836,,,
3784,wdzs,836,,-2,836,-2,,
3784,unstoppable_N,836,,,836,,,
3788,Bazalt,834,,420,414,,,
3788,vera2005,834,,332,502,,,
3788,si_gerlian,834,,-1,,834,,-3
3788,naeeem,834,,162,672,,,
3792,c0gn1,832,,180,652,,,
3793,romil172,830,,194,636,,,
3794,PolyAtomicIon,826,,384,442,,,
3794,asd3136396,826,,374,452,,,
3796,flast9421,824,,206,618,,,
3796,sushkov.pv,824,,212,612,,,
3796,Nowshad,824,,314,510,,,
3796,luismarioram,824,,260,564,,,
3800,Black_Archer,822,,334,488,,,
3800,bahakrut,822,,202,620,,,
3800,Ser_Khalik,822,,348,474,,,
3803,mumumucoder,820,,-3,820,,,
3803,moreiralucas,820,,,820,,,
3803,oscurota,820,,188,632,,,
3803,nrg22,820,,-2,820,-4,,
3807,ryan07,818,,-1,818,,,
3807,vedant_,818,,-1,818,,,
3807,ala-Arya,818,,378,440,,,
3807,GGMU,818,,296,522,,,
3811,TiTan_Nayan,816,,392,424,,,
3811,hemant_019,816,,-2,816,,,
3811,kaium.,816,,-3,816,,,
3811,Bondy28,816,,,816,,,
3811,Shivam98,816,,-1,816,,,
3816,prakash11,814,,-1,814,,,
3816,Croods,814,,-1,814,-1,,
3818,_op.z,812,,150,662,,,
3818,droidbond,812,,-1,812,,,
3820,JackLiMors,808,,-1,808,,,
3820,Historia_,808,,172,636,,,
3820,MalivuK,808,,-4,808,,,
3820,Mr_Cyborg,808,,,808,,,
3820,gretel,808,,250,558,-1,,
3820,anurag11699,808,,-2,808,,,
3820,Subhashis_CSE,808,,408,400,,,
3820,Rg_747,808,,224,584,,,
3828,piyush123,806,,300,506,,,
3829,LuckyCipher,804,,446,358,,,
3829,bp_ZHD_qd,804,,-1,804,,,
3829,dedsec7,804,,328,476,,,
3829,yeongmo,804,,-7,804,,,-3
3833,vinay_lingam,802,,,802,,,
3833,_rango,802,,280,522,,,
3833,hg__,802,,-4,802,,,
3836,FelixMP,800,,164,636,,-6,
3837,trunghieurikikudo99,798,,-20,798,,,
3837,abhinash2k16,798,,-3,798,,,
3839,shade34,796,,-1,796,,,
3839,tusharagrawal8484,796,,466,330,,,
3839,lprashant94,796,,-2,796,,,-2
3839,decrypto96,796,,234,562,,-1,
3843,coder_doze,794,,392,402,,,
3843,zengge,794,,-2,794,,-3,
3843,kumarshobhit1998,794,,,794,-1,,
3843,viju,794,,226,568,,,
3847,kou1,792,,-1,792,,,
3847,thvadora,792,,-4,792,,,
3847,nigolekaf,792,,-1,792,,,
3850,felicity,790,,-1,790,,,
3850,teexone,790,,176,614,,,
3852,aditya305,788,,-1,788,,,
3853,Illedan,786,,486,300,,-2,
3853,singh.surajkk4,786,,-1,786,,,
3855,drozdilla,784,,-4,784,,,
3855,Darkece,784,,-1,784,,,
3855,abutocf_,784,,388,396,,,
3855,riyasnh,784,,-1,784,,,
3859,m_goyal,782,,476,306,,,
3859,AskedMeOut,782,,-1,782,,,
3861,xyloto,780,,-2,780,,,
3861,knight_rider,780,,,780,,,
3861,lldxflwb,780,,448,332,,,
3861,wangxwgk,780,,466,314,,,
3861,Judasayonara,780,,308,472,,,
3861,Rango_,780,,,780,,,
3867,acepeak3,778,,-1,778,,,
3867,arobindo,778,,454,324,,,
3867,eugalt,778,,150,628,,,
3867,harshaa_23,778,,-3,778,,,
3867,kyle201817146,778,,466,312,-5,,
3867,lfforu,778,,-1,778,,,
3873,ranper777,776,,-1,776,,,
3873,dodo00700,776,,,776,,,
3873,nimishkapoor,776,,-1,776,,,
3873,SeeYouSoon,776,,476,300,,,
3873,surasnayak,776,,262,514,,,
3878,wongdark2017,772,,-1,772,,,
3878,arrayslayer,772,,472,300,,,
3878,novice_coder31,772,,-1,772,,,
3878,utkarshyadavin,772,,-2,772,,,
3878,sudan_sahab,772,,-1,772,,,
3883,Guendabiaani,770,,428,342,-1,,
3883,rohit7ks,770,,302,468,,,
3885,krea7or,768,,,768,-1,,
3885,crazy_soul,768,,-4,768,,,
3885,blitzbiene,768,,-3,768,,,
3885,timWargon,768,,-1,768,,,
3889,tumaryuido,766,,-12,766,,,
3890,aca123321,764,,-1,764,,,
3890,ironic,764,,-2,764,,,
3890,hotash_coder,764,,-1,764,,,
3890,sschscctn,764,,-1,764,,,
3894,wanderer163,762,,248,514,,,
3895,bugs_Funny,760,,-3,760,,,
3895,argmarvelous,760,,-2,760,,,
3895,verma_ankit484,760,,-1,760,,,
3898,CoodeForces,758,,386,372,,-2,
3898,Tymon555,758,,-3,758,,,
3900,Salim_jnu,756,,-2,756,,,
3900,tushartyagi,756,,-3,756,,,
3900,LilMeyer,756,,-1,756,,,
3900,freshwind11,756,,392,364,,,
3904,14given,754,,284,470,,,
3905,ww117755,752,,-1,752,,,
3905,bgilja,752,,262,490,,,
3905,avinash_ujjain,752,,-3,752,,,
3908,fzulinxin,750,,326,424,,,
3908,r0uxt1,750,,450,300,,,
3910,pcelly1498,748,,-2,748,,,
3910,karan1808,748,,214,534,,,
3910,CalCuUuS,748,,-1,748,,,
3913,rharry,744,,-1,744,,,
3913,troublefish,744,,,744,,,
3913,vivek_4_0,744,,192,552,,,
3913,snapdragon3101,744,,294,450,,,
3913,pc_wallace,744,,-1,744,,,-2
3918,Maverick139,742,,-1,742,,,
3918,JHzzzzZ,742,,318,424,,,
3918,igorqs,742,,-4,742,,,
3921,pyqjw,738,,412,326,,,
3921,UoU,738,,,738,,,
3921,lie_b,738,,-5,738,,,
3921,yoyoman1,738,,418,320,,,
3925,Administrators,736,,372,364,,,
3925,code__champ,736,,-1,736,,,
3927,Athena_1111,734,,434,300,,,
3927,abir_075,734,,-3,734,,,
3927,younesbmz,734,,-1,734,,,
3930,dev_gupta,732,,-5,732,,,
3930,AW_Flister,732,,150,582,,,
3930,PlAyEr230,732,,-2,732,,,
3933,nafkhanzam,730,,,730,,,
3933,I_love_wongdark2017,730,,-1,730,-1,,
3933,Rea1,730,,-1,730,,,
3933,Nucleist,730,,150,580,,,
3933,Squirrel_girl,730,,278,452,,,
3933,sanusaurav8082,730,,-1,730,,,
3939,phelps28,728,,-1,728,,,
3939,san9407,728,,-2,728,,,
3941,Brijesh1in,726,,-6,726,,,
3942,barnwal_1503,724,,-3,724,,,
3942,ibrahim.islam2017,724,,-1,724,,,
3944,wanza,720,,-5,720,,,
3944,Gilgamesh_01,720,,-4,720,,,
3944,vagrancy_and_human,720,,150,570,,,
3944,BrokenAI,720,,-2,720,,,
3948,Bat454,718,,380,338,,,
3948,Getmancev_P,718,,-5,718,,,
3950,pinak08,716,+1,-2,616,,,
3950,sabbir123,716,,,716,,,
3950,Dophin2,716,,-1,716,,,-1
3950,zhen_de_keng,716,,-1,716,,,
3954,jsuyash1514,714,,414,300,,,
3954,Mbkuku,714,,-2,714,,,
3954,__ankit__prasad99,714,,,714,,,
3957,Geek_Lord,712,,150,562,,,
3957,MJKSabit,712,,280,432,,,
3959,ruler,710,,-3,710,-2,-2,
3959,ailani123,710,,-1,710,,,-1
3961,MackoPes,708,,-5,708,,,
3961,DiegoElt99,708,,276,432,,,
3961,Cetin,708,,260,448,,,
3961,a173972405,708,,198,510,,,
3961,regnarock35,708,,-1,708,,,
3961,Js-parter,708,,-2,708,,,
3961,stunner19,708,,-4,708,,,
3968,sunnykr2,706,,-1,706,,,
3968,robert334,706,,284,422,,,
3968,Rick1,706,,150,556,,,
3971,pbz,704,,-1,704,,,
3971,ncodef,704,,,704,,,
3971,Mindanao,704,,,704,,,
3971,Orion,704,,150,554,,,
3971,2shardrockstar,704,,-1,704,,,
3976,The_Pacific_Ocean,702,,-7,702,,,
3977,zzbbyy,700,,-1,700,,,
3977,5120175164,700,,-6,700,,,
3979,MJD_1799,696,,-1,696,,,
3979,watchman,696,,-2,696,,,
3979,techie_kotn,696,,-1,696,,,
3982,24kanikasingh,694,,-1,694,,,
3982,Hello_33,694,,354,340,,,
3982,Aururu,694,,278,416,,,
3982,user2333,694,,394,300,,,
3982,feng990608,694,,-2,694,,,
3982,kautilyakatiha10,694,,-2,694,,,
3988,Iris107,690,,,690,,,
3989,molhaam1,688,,-1,688,,,
3989,makjn10,688,,,688,,,
3991,seva_b,686,,-4,686,,,
3992,1024_20171786,684,,-1,684,,,
3992,MichaelKong,684,,-1,684,,,
3992,Grey_Matter,684,,-1,684,,,
3995,amit_dce,682,,150,532,,,
3995,NjustLocalSnake,682,,-1,682,,,
3997,vishisht_2,676,,168,508,,,
3997,PraGup,676,,376,300,,,
3999,Timpass,674,,-1,674,,,
4000,wrong_answer14,672,,-5,672,,,
4001,vcq,670,,234,436,,,
4002,dsifgh,668,,344,324,,,
4002,rithwik27,668,,260,408,,,
4002,iamssk,668,,150,518,,,
4005,imbr92,666,,366,300,,,
4005,akshayanand729,666,,,666,,,
4005,2026093,666,,-2,666,,,
4008,1941493613,664,,-1,664,,,
4008,ShyngyS,664,,-2,664,,,
4008,BlahDuckling747,664,,150,514,,,
4008,abba5,664,,-3,664,,,
4012,kushverma20,660,,-1,660,,,
4012,Scorpio0916,660,,-3,660,,,
4012,dragonn,660,,-3,660,,,
4012,mastermindevil,660,,-2,660,,,
4012,ChibU,660,,-2,660,,,
4017,julitus,656,,-1,656,,,
4017,vaibhavjain_30,656,,-6,656,,,
4017,2017114524lyx,656,,-2,656,,,
4020,mtzzzzz,654,,-1,654,-2,,
4020,dierks,654,,,,654,,
4022,robostac,652,,-1,652,,-4,
4022,starve_to_death,652,,-1,652,,,
4022,Kk1506,652,,192,460,,,
4022,Sea106,652,,-1,652,,,
4022,arpanetus,652,,,652,,,
4027,bremsstrahlung,650,,-4,650,,,
4027,StBogdan,650,,-1,650,,,
4029,Astronomax,648,,150,498,,,
4029,rislamrohan,648,,,,648,,
4031,bibhudattapanigrahi0,646,,-2,646,,,
4032,Ehab_Fawzy,644,,234,410,,,
4032,vlad1112,644,,286,358,,,
4032,harshit2202,644,,-8,644,,,
4032,karan_veer,644,,-6,644,,,
4032,EA5,644,,344,300,,,
4037,Ganesh_Codes,640,,-1,640,,,
4037,trollcpc,640,,,640,,,
4039,ruoji,638,,-1,638,,,
4040,2018112664jyz,636,,-2,636,,,
4041,wannaAC,634,,-2,634,,,
4041,chenmingrui,634,,-3,634,,,
4043,Zezo_mostafa11,632,,-3,632,,,
4044,pulkitag,630,,,630,,,
4045,RasecBadguy,628,,284,344,,,
4046,saurabhmisra266,626,,152,474,,,
4046,agarus,626,,-1,626,,,
4048,MasterMind,624,,166,458,,,
4049,adi_16_03_99,618,,,618,-2,,
4049,ahnmo777,618,,-7,618,,,
4049,rdas6313,618,,-1,618,,,
4052,SIFAT_EwU,616,,,616,,,
4052,SeaLoong,616,,-1,616,,,
4054,mapleleaves,614,,-2,614,,,
4055,ZN_Sourav,608,,-1,608,,,
4056,ajie,606,,-4,606,,,
4056,veefore,606,,-5,606,,,
4058,i.m.anurag,604,,-5,604,,,
4059,swust_zlq,602,,-2,602,,,
4060,praveenkolakani050198,600,,-1,600,,,
4060,ichhab3,600,,,600,,,
4062,shikhart98,598,,-1,598,,,
4063,pradhan222,594,,,594,,,
4064,shash5,592,,-4,592,,,
4064,amb_s,592,,-2,592,,,
4066,20050928,590,,290,300,-1,,
4066,ganzaki,590,,-3,590,,,
4068,Aseke,588,,,588,,,
4068,joylintp,588,+1,488,-2,,,
4070,sovspace,586,,-2,586,-2,,
4070,anoophky,586,,-3,586,,,
4072,Softhard,574,,,574,,,
4072,gaurav2k1,574,,-1,574,,,
4074,kunalsulekh,572,,-2,572,,,
4074,AILab,572,,-1,572,,,
4074,yashsalecha245,572,,200,372,,,
4077,CrazyPop,570,+1,470,-1,,,
4078,Headshot690,566,,-1,566,,,
4078,pkpk_pk,566,,-1,566,-1,,
4080,Trinity_123,562,,-2,562,,,
4081,KMM,560,,-1,560,,,
4082,ashdeepti90,558,,,558,,,
4083,Guzon,556,,-1,556,,,
4084,permi_yaxileni,554,,-5,554,,,
4084,CodePal,554,,-2,554,,,
4086,shesher,550,,-4,550,,,
4087,prajwlr,548,,-1,548,,,
4088,rorar1476,540,,-1,540,,,
4089,Cesarelg,534,,-1,534,,,
4090,rajeevranjan,530,,,530,,,
4090,Skand,530,,-1,530,,,
4092,heroalld,528,,,528,,,
4092,Thakur13,528,,-1,528,,,
4092,cheapcoder,528,,,528,,,
4095,YassineLoulou,526,,150,376,,,
4096,urmat,522,,-1,522,,,
4097,opqweoro,520,,220,300,-1,,
4098,tarkesh_999,518,,-1,518,,,
4099,sidforces,508,,,508,,,
4100,its_akill_ji,502,,-3,502,,,
4101,unknown_28,500,,500,-1,,,
4101,tarkan_charul,500,,500,,,,
4101,saiskk,500,,500,,,,
4104,jiaowotaidixiong,492,,492,,,,
4104,Megatvini,492,,492,-1,-7,,
4106,*osmanorhan,490,,490,,,,-5
4106,xvedryno,490,,490,,,,
4106,Tameshk,490,,490,,,,
4106,Rayhan,490,,490,,,,
4106,utkarshv3,490,,490,-10,,,
4111,fuckhard,488,,488,,,,
4111,devalfa,488,,488,-2,,,
4113,ariellariza,486,,486,-1,,,
4113,cmplx-xyttmt,486,,486,-1,,,
4113,Mike4235,486,,486,-1,,,
4113,long_wave,486,,486,-2,,,
4113,lcs147,486,,486,-2,,,
4113,defoly,486,,486,,,-1,
4119,ajovanov,484,,484,-2,,,
4120,umangjain5000,482,,482,,,,
4120,sophia.khalis1,482,,482,-3,,,
4120,Apargarg,482,,-4,482,,,
4120,tuhinku17,482,,482,-1,,,-2
4120,mohitmv2103,482,,482,-3,,,
4120,DGuedes,482,,482,,,,
4120,WuliKing,482,,482,,,,
4120,ahmedfouadnew,482,,482,,,,
4120,Zoro627,482,,482,-2,,,
4120,killer_khan,482,,482,-2,,,
4130,arpitgarg7,480,,480,-2,,,
4130,Shady51,480,,480,-1,,,
4130,code_name123,480,,480,,,,
4130,Mutevazi,480,,480,-2,,,-3
4130,cyanNextCentury,480,,480,-3,,,
4135,speed_geek,478,,478,-2,,,
4135,andyy143,478,,478,-2,,,
4135,siddhant1303,478,,478,-4,,,
4135,krenerd,478,,478,-6,,-3,
4135,Juras9,478,,478,-7,,,
4140,Illuminati97,476,,476,-3,,,
4140,MrReDoX,476,,476,-5,,,
4140,Int_elligent,476,,476,-1,,,
4140,ducdien2267,476,,476,-2,,,
4140,Jozhlj,476,,476,-1,-1,-1,
4140,n_0_thing,476,,476,-4,,,
4140,noob_here420,476,,476,-2,,,
4140,gurshaan,476,,476,-3,,,
4140,echozhou,476,,476,-9,,,
4149,naman1208,474,,474,-3,,,
4149,ShortCode,474,,474,-10,,,
4149,raghavkaushik7,474,,474,-3,,,
4149,memorizes,474,,474,,,,-1
4149,Roslynlia,474,,474,-1,,,
4149,2017030801042,474,,474,,,,
4149,rohit002,474,,474,-2,,,
4149,nkorobkov,474,,474,-1,,,
4149,Muskmelon_seed,474,,474,-1,,,
4149,Leecoders,474,,474,-2,,-1,-2
4159,fireflw,472,,472,,,-5,
4159,anupreet.bhatia,472,,472,,,,
4159,vabhs_2997,472,,472,-1,,,
4159,SakhawatBD,472,,-1,472,,,
4159,saurabhs1206,472,,472,-3,,,
4159,viplaw_s,472,,472,,,,
4165,nil0o,470,,470,-2,,,
4165,dhruv.dhingra11,470,,470,-1,,,
4165,LowBeer,470,,470,-2,,,
4165,daredevil_86,470,,470,-5,,,
4165,spikerheado1234,470,,470,,,,
4165,AndreiJJ,470,,470,-1,,,
4165,_probeta_,470,,470,-2,,,
4165,ayu_22,470,,470,,,,
4173,saurabhmittal,468,,468,,,,
4173,GCBSH,468,,468,-2,,,
4173,AuDaw,468,,468,-2,,,
4173,tejas01101001,468,,468,,,,
4173,monarch13,468,,468,,,,
4178,I_LOVE_M_T_W,466,,466,-5,,,
4178,GYeyosi,466,,466,,,,
4178,Hydsoled,466,,466,-7,,,
4181,Lokker,464,,464,-1,,,
4181,kscodegeek,464,,464,,,,
4181,Hansol_Ahn,464,,464,-2,,,
4181,oleg_derevyanko,464,,464,-3,,,-2
4181,LGM_By_2020,464,,464,-3,,,
4181,aryahassibi,464,,464,-2,,,
4181,Eric__li,464,,464,-2,,,
4188,wazir7,462,,462,,,,
4188,Fang007,462,,462,,,,
4188,ngmJr,462,,462,-1,,,
4188,ALLconan,462,,462,-13,,,
4188,yaswanthsai868,462,,462,-4,,,
4188,shahnilay103,462,,462,-2,,,
4188,shnikisme,462,,462,,,,-1
4188,....KhelaHobe......,462,,462,-2,,,
4188,Peter.Park,462,,462,-5,,,
4197,cheerioskun,460,,460,,,,
4197,mintcrystaal,460,,460,-6,,,
4197,ilovemetoo,460,,460,-1,,,
4197,be_patience,460,,460,-5,,,
4197,yajungi,460,,460,,,,
4202,anshumanshakya,458,,458,-2,,,
4202,HollowKnight123,458,,458,-3,,,
4202,amankumarkeshu,458,,458,-4,,,
4202,wanghaoze,458,,458,-3,,,
4202,tech_mint0013,458,,458,-2,-4,,
4202,humantorch_7,458,,458,,,,
4202,kushgpt99,458,,458,-3,,,
4202,omkarkr,458,,458,-2,,,
4202,mani_shuks,458,,458,-1,,,
4202,Vaibhav_Domadia,458,,458,,,,
4202,bnmd,458,,458,-2,,,
4202,ciupe,458,,458,-6,,,
4202,ad2799,458,,458,-4,,,
4215,724923279,456,,456,,,-3,
4215,False_God,456,,456,,,,
4215,khangmau12k,456,,456,,,,
4215,vinrar,456,,-5,456,,,
4215,pranjalpandey77,456,,456,-1,,,
4215,sanyam.ss99,456,,456,-1,-2,,
4215,yashsaga,456,,456,-4,,,
4215,Malik_Sadaqa,456,,456,,,,
4215,samnoon,456,,456,-2,,,
4215,Fang085,456,,456,-4,,,
4215,LOCI,456,,-5,456,,,
4226,aizazadi,454,,454,,,,
4226,juankipedia,454,,454,-2,,,
4226,koola025,454,,454,-2,,-1,
4226,ravitejalam,454,,454,-1,,,
4226,spark_in,454,,454,-5,,,
4231,bhatnagar.mradul,452,,452,-1,,,
4232,yashi2552,450,,450,-2,,,
4232,theavgguy,450,,450,-3,,,
4232,someshsingh22,450,,450,-2,,,
4232,AkJn,450,,150,300,,,
4232,Noob-ita-pro,450,,450,-7,,,
4232,normal_15,450,,450,,,,
4232,hardikdua,450,,450,,,,
4239,Phunsukh_Wangdu,448,,448,-2,,,
4239,esha98,448,,448,,,,
4239,RUH,448,,448,-9,,,
4239,Sakura001,448,,448,-8,,,
4239,Ashu_2610,448,,448,,,,
4239,33RMB,448,,448,-2,,,
4239,lxga,448,,448,,,,
4246,pwnkumar4032,446,,446,-5,,,
4246,NikolayMostyka,446,,446,-1,,,
4246,arth_abhinav,446,,446,,,,
4246,wangzirui,446,,446,,,,-1
4246,Chjwisj,446,,446,,,,
4246,WorldPigSuperman,446,,446,-2,,,
4246,nofrog,446,,446,-3,,,
4246,ht_03,446,,446,-2,,,
4254,flop_codder,444,,444,-3,,,
4254,prishan0076,444,,444,-1,,,
4254,kgaurav27143,444,,444,-1,,,
4254,zeeshan12,444,,444,-6,,,
4254,Suhaill,444,,444,-4,,,
4254,raj1307,444,,444,-3,,,
4260,Pirate_ksh,442,,442,,,,
4260,Evanraisul,442,,442,,,,
4260,LittleWho,442,,442,-2,,,
4263,lil_T,440,,440,-1,,,
4263,King_01,440,,440,-3,,,
4263,mik76,440,,440,-1,,,
4263,the_fallen_alchemist,440,,440,-1,,,
4263,arafat_hasan,440,,440,-3,,,
4263,sanchit_,440,,440,-1,,,
4263,veronsh73,440,,440,,,,
